venta_id,fecha_hora,tienda_id,sku,cantidad,monto,moneda,tipo_comprobante
V00040580,2025-06-15 10:46:13,T021,CN-00059,1,248.22,MXN,I
V00040581,2025-06-15 14:59:21,T012,CN-00055,1,651.76,MXN,I
V00040582,2025-06-15 11:28:20,T002,CN-00034,6,663.65,MXN,I
V00040583,2025-06-15 12:49:36,T009,CN-00060,1,197.93,MXN,I
V00040584,2025-06-15 09:47:50,T031,CN-00018,1,246.73,MXN,I
V00040585,2025-06-15 13:24:02,T021,CN-00056,1,16.38,MXN,I
V00040586,2025-06-15 09:18:47,T008,CN-00004,1,671.63,MXN,I
V00040587,2025-06-15 10:35:25,T010,CN-00048,1,24.24,MXN,I
V00040588,2025-06-15 15:30:54,T017,CN-00051,2,999.19,MXN,I
V00040589,2025-06-15 16:46:20,T001,CN-00033,1,269.14,MXN,I
V00040590,2025-06-15 07:54:40,T012,CN-00025,1,48.36,MXN,I
V00040591,2025-06-15 07:08:50,T031,CN-00055,1,618.54,MXN,I
V00040592,2025-06-15 12:20:18,T011,CN-00030,2,458.71,MXN,E
V00040593,2025-06-15 14:16:29,T005,CN-00028,1,395.22,MXN,I
V00040594,2025-06-15 16:55:09,T026,CN-00018,1,241.64,MXN,I
V00040595,2025-06-15 20:04:56,T033,CN-00004,2,1351.31,MXN,I
V00040596,2025-06-15 10:38:17,T008,CN-00035,1,141.72,MXN,I
V00040597,2025-06-15 17:35:40,T025,CN-00013,1,208.7,MXN,I
V00040598,2025-06-15 12:24:22,T025,CN-00041,1,74.56,MXN,I
V00040599,2025-06-15 08:05:51,T033,CN-00010,3,1038.9,MXN,E
V00040600,2025-06-15 09:20:04,T037,CN-00003,3,499.87,MXN,I
V00040601,2025-06-15 14:57:24,T030,CN-00023,1,163.08,MXN,I
V00040602,2025-06-15 07:31:28,T016,CN-00039,1,789.1,MXN,E
V00040603,2025-06-15 08:25:39,T015,CN-00069,3,1081.31,MXN,I
V00040604,2025-06-15 19:37:17,T007,CN-00035,1,143.95,MXN,I
V00040605,2025-06-15 11:54:59,T035,CN-00065,2,417.92,MXN,I
V00040606,2025-06-15 16:12:27,T023,CN-00042,9,763.98,MXN,I
V00040607,2025-06-15 11:37:51,T011,CN-00047,1,476.66,MXN,I
V00040608,2025-06-15 19:57:28,T002,CN-00040,8,436.74,MXN,I
V00040609,2025-06-15 09:43:12,T023,CN-00052,7,1154.02,MXN,I
V00040610,2025-06-15 12:44:36,T036,CN-00021,1,26.29,MXN,I
V00040611,2025-06-15 09:31:45,T009,CN-00004,2,1344.85,MXN,I
V00040612,2025-06-15 19:12:26,T018,CN-00009,2,1265.26,MXN,E
V00040613,2025-06-15 18:26:12,T026,CN-00037,1,219.66,MXN,I
V00040614,2025-06-15 20:08:05,T017,CN-00023,1,153.08,MXN,I
V00040615,2025-06-15 15:24:17,T012,CN-00024,1,338.24,MXN,I
V00040616,2025-06-15 09:54:10,T036,CN-00021,1,25.91,MXN,I
V00040617,2025-06-15 13:09:11,T019,CN-00064,2,175.72,MXN,I
V00040618,2025-06-15 18:23:21,T002,CN-00064,1,86.96,MXN,I
V00040619,2025-06-15 13:11:00,T020,CN-00070,1,372.57,MXN,I
V00040620,2025-06-15 13:25:49,T015,CN-00056,1,16.44,MXN,I
V00040621,2025-06-15 07:22:35,T033,CN-00040,1,52.41,MXN,I
V00040622,2025-06-15 10:34:56,T011,CN-00027,1,87.01,MXN,I
V00040623,2025-06-15 07:01:24,T004,CN-00009,1,638.57,MXN,I
V00040624,2025-06-15 16:36:09,T003,CN-00032,1,103.34,MXN,I
V00040625,2025-06-15 16:06:11,T031,CN-00041,1,75.74,MXN,I
V00040626,2025-06-15 17:22:04,T002,CN-00069,1,362.87,MXN,I
V00040627,2025-06-15 16:52:01,T031,CN-00034,1,105.03,MXN,I
V00040628,2025-06-15 07:39:09,T034,CN-00007,1,249.57,MXN,I
V00040629,2025-06-15 09:22:48,T011,CN-00069,1,368.25,MXN,I
V00040630,2025-06-15 17:15:04,T016,CN-00019,1,264.0,MXN,I
V00040631,2025-06-15 14:08:48,T010,CN-00056,1,16.05,MXN,I
V00040632,2025-06-15 07:07:27,T027,CN-00047,3,1507.25,MXN,I
V00040633,2025-06-15 18:06:58,T035,CN-00067,1,280.56,MXN,I
V00040634,2025-06-15 16:09:27,T010,CN-00013,1,195.13,MXN,I
V00040635,2025-06-15 14:25:52,T013,CN-00024,3,950.85,MXN,I
V00040636,2025-06-15 13:33:11,T026,CN-00068,1,40.01,MXN,I
V00040637,2025-06-15 10:49:49,T018,CN-00025,1,47.44,MXN,I
V00040638,2025-06-15 15:26:57,T017,CN-00029,3,1804.47,MXN,I
V00040639,2025-06-15 16:01:50,T001,CN-00040,3,166.92,MXN,I
V00040640,2025-06-15 13:29:45,T015,CN-00059,3,778.57,MXN,I
V00040641,2025-06-15 14:12:55,T011,CN-00055,1,611.76,MXN,I
V00040642,2025-06-15 10:40:55,T019,CN-00029,1,628.24,MXN,I
V00040643,2025-06-15 09:14:12,T003,CN-00052,1,165.8,MXN,N
V00040644,2025-06-15 16:11:35,T003,CN-00010,1,360.31,MXN,I
V00040645,2025-06-15 13:07:19,T028,CN-00026,1,151.13,MXN,I
V00040646,2025-06-15 15:49:35,T004,CN-00020,3,1853.11,MXN,I
V00040647,2025-06-15 15:38:17,T005,CN-00057,1,178.41,MXN,I
V00040648,2025-06-15 14:49:00,T019,CN-00006,1,195.35,MXN,E
V00040649,2025-06-15 09:41:12,T004,CN-00044,1,259.0,MXN,I
V00040650,2025-06-15 11:20:05,T025,CN-00051,5,2460.28,MXN,I
V00040651,2025-06-15 19:16:32,T006,CN-00045,1,102.08,MXN,I
V00040652,2025-06-15 14:30:08,T035,CN-00041,2,153.48,MXN,I
V00040653,2025-06-15 12:29:22,T001,CN-00007,1,257.8,MXN,I
V00040654,2025-06-15 15:26:21,T028,CN-00042,1,87.29,MXN,I
V00040655,2025-06-15 13:48:15,T010,CN-00016,1,88.42,MXN,I
V00040656,2025-06-15 07:51:48,T004,CN-00011,1,28.44,MXN,I
V00040657,2025-06-15 14:25:22,T027,CN-00018,1,229.21,MXN,I
V00040658,2025-06-15 16:08:45,T005,CN-00018,1,240.49,MXN,I
V00040659,2025-06-15 16:11:31,T035,CN-00011,1,29.5,MXN,I
V00040660,2025-06-15 13:32:29,T003,CN-00050,1,91.44,MXN,I
V00040661,2025-06-15 15:06:41,T014,CN-00009,2,1192.52,MXN,I
V00040662,2025-06-15 12:55:12,T015,CN-00007,1,244.99,MXN,I
V00040663,2025-06-15 10:23:15,T035,CN-00020,1,616.69,MXN,I
V00040664,2025-06-15 16:56:45,T002,CN-00022,1,176.94,MXN,I
V00040665,2025-06-15 17:40:13,T006,CN-00013,1,201.04,MXN,I
V00040666,2025-06-15 07:58:30,T035,CN-00007,1,261.44,MXN,I
V00040667,2025-06-15 15:42:31,T039,CN-00004,1,660.71,MXN,I
V00040668,2025-06-15 20:53:47,T003,CN-00003,1,163.54,MXN,I
V00040669,2025-06-15 13:28:50,T025,CN-00070,1,386.98,MXN,I
V00040670,2025-06-15 14:32:00,T004,CN-00034,2,208.75,MXN,I
V00040671,2025-06-15 07:17:55,T025,CN-00042,1,84.67,MXN,I
V00040672,2025-06-15 14:52:53,T005,CN-00008,1,39.54,MXN,I
V00040673,2025-06-15 07:04:08,T020,CN-00004,1,691.29,MXN,I
V00040674,2025-06-15 07:27:04,T006,CN-00038,1,353.82,MXN,I
V00040675,2025-06-15 11:27:53,T009,CN-00012,1,131.94,MXN,I
V00040676,2025-06-15 10:45:30,T014,CN-00028,2,764.97,MXN,I
V00040677,2025-06-15 14:37:55,T025,CN-00008,4,149.61,MXN,I
V00040678,2025-06-15 11:37:20,T020,CN-00031,1,533.49,MXN,E
V00040679,2025-06-15 13:24:12,T016,CN-00016,3,248.85,MXN,I
V00040680,2025-06-15 16:24:01,T013,CN-00063,1,81.39,MXN,I
V00040681,2025-06-15 08:49:05,T026,CN-00030,1,225.08,MXN,I
V00040682,2025-06-15 21:57:36,T006,CN-00039,1,810.71,MXN,I
V00040683,2025-06-15 08:14:06,T040,CN-00037,1,223.3,MXN,I
V00040684,2025-06-15 12:48:28,T020,CN-00023,2,324.26,MXN,I
V00040685,2025-06-15 13:36:24,T004,CN-00008,1,37.8,MXN,I
V00040686,2025-06-15 15:33:33,T030,CN-00067,1,295.26,MXN,I
V00040687,2025-06-15 14:03:45,T007,CN-00049,1,85.46,MXN,I
V00040688,2025-06-15 08:44:07,T014,CN-00044,1,250.19,MXN,I
V00040689,2025-06-15 13:07:33,T009,CN-00065,1,200.02,MXN,I
V00040690,2025-06-15 18:21:40,T006,CN-00050,1,90.7,MXN,I
V00040691,2025-06-15 17:55:23,T017,CN-00019,2,531.8,MXN,I
V00040692,2025-06-15 12:21:18,T006,CN-00006,1,203.31,MXN,I
V00040693,2025-06-15 11:07:23,T009,CN-00012,1,138.2,MXN,I
V00040694,2025-06-15 14:48:36,T024,CN-00022,1,175.01,MXN,I
V00040695,2025-06-15 15:31:33,T001,CN-00025,2,93.46,MXN,I
V00040696,2025-06-15 09:18:38,T037,CN-00027,1,87.84,MXN,I
V00040697,2025-06-15 15:03:18,T026,CN-00017,1,156.17,MXN,I
V00040698,2025-06-15 18:33:50,T018,CN-00043,1,190.2,MXN,I
V00040699,2025-06-15 15:09:20,T005,CN-00069,4,1435.84,MXN,I
V00040700,2025-06-15 13:32:33,T001,CN-00002,1,135.94,MXN,I
V00040701,2025-06-15 16:44:08,T007,CN-00039,1,778.3,MXN,I
V00040702,2025-06-15 09:14:20,T033,CN-00015,1,361.46,MXN,I
V00040703,2025-06-15 09:28:54,T028,CN-00042,1,84.72,MXN,I
V00040704,2025-06-15 13:02:28,T016,CN-00014,1,354.08,MXN,I
V00040705,2025-06-15 14:28:35,T032,CN-00056,1,16.86,MXN,I
V00040706,2025-06-15 16:17:37,T021,CN-00063,1,85.45,MXN,I
V00040707,2025-06-15 13:12:12,T006,CN-00037,1,220.93,MXN,I
V00040708,2025-06-15 10:27:53,T008,CN-00069,1,366.5,MXN,I
V00040709,2025-06-15 11:34:43,T017,CN-00011,1,28.77,MXN,I
V00040710,2025-06-15 13:16:46,T034,CN-00050,2,178.53,MXN,I
V00040711,2025-06-15 15:06:03,T038,CN-00019,1,262.62,MXN,I
V00040712,2025-06-15 07:25:58,T021,CN-00036,1,313.93,MXN,I
V00040713,2025-06-15 11:32:31,T022,CN-00056,1,17.03,MXN,I
V00040714,2025-06-15 08:05:58,T039,CN-00049,1,86.08,MXN,I
V00040715,2025-06-15 12:53:35,T027,CN-00016,1,84.6,MXN,I
V00040716,2025-06-16 13:40:12,T022,CN-00023,1,150.41,MXN,I
V00040717,2025-06-16 18:47:50,T020,CN-00043,7,1313.95,MXN,I
V00040718,2025-06-16 15:02:50,T001,CN-00010,1,371.66,MXN,I
V00040719,2025-06-16 10:50:31,T017,CN-00008,1,38.88,MXN,I
V00040720,2025-06-16 18:13:03,T018,CN-00053,1,144.78,MXN,E
V00040721,2025-06-16 07:27:45,T031,CN-00054,1,111.48,MXN,I
V00040722,2025-06-16 07:48:46,T002,CN-00030,2,451.29,MXN,I
V00040723,2025-06-16 07:10:28,T027,CN-00052,2,331.29,MXN,I
V00040724,2025-06-16 13:34:09,T028,CN-00029,1,648.3,MXN,E
V00040725,2025-06-16 13:33:59,T004,CN-00005,4,79.45,MXN,I
V00040726,2025-06-16 11:42:15,T021,CN-00031,1,532.6,MXN,I
V00040727,2025-06-16 13:39:41,T009,CN-00050,1,92.94,MXN,I
V00040728,2025-06-16 13:23:59,T003,CN-00033,1,273.89,MXN,I
V00040729,2025-06-16 12:44:32,T006,CN-00010,1,372.68,MXN,I
V00040730,2025-06-16 12:53:55,T007,CN-00028,1,392.27,MXN,E
V00040731,2025-06-16 12:22:43,T030,CN-00029,1,607.45,MXN,I
V00040732,2025-06-16 10:37:42,T030,CN-00039,1,794.75,MXN,I
V00040733,2025-06-16 15:53:37,T011,CN-00070,1,391.96,MXN,I
V00040734,2025-06-16 09:15:46,T011,CN-00048,1,24.04,MXN,I
V00040735,2025-06-16 15:39:54,T030,CN-00047,1,496.73,MXN,I
V00040736,2025-06-16 14:26:27,T030,CN-00021,1,26.09,MXN,I
V00040737,2025-06-16 07:40:26,T007,CN-00010,2,713.59,MXN,I
V00040738,2025-06-16 21:53:31,T037,CN-00003,1,160.89,MXN,I
V00040739,2025-06-16 09:21:25,T012,CN-00034,1,104.55,MXN,I
V00040740,2025-06-16 15:00:07,T008,CN-00066,1,57.97,MXN,I
V00040741,2025-06-16 13:01:59,T013,CN-00033,3,813.13,MXN,I
V00040742,2025-06-16 19:45:16,T003,CN-00052,1,164.73,MXN,I
V00040743,2025-06-16 07:06:00,T017,CN-00064,2,172.56,MXN,I
V00040744,2025-06-16 15:23:24,T015,CN-00064,1,86.77,MXN,I
V00040745,2025-06-16 17:50:13,T017,CN-00037,1,225.48,MXN,I
V00040746,2025-06-16 17:13:38,T013,CN-00046,3,1537.31,MXN,I
V00040747,2025-06-16 11:50:10,T008,CN-00005,1,20.58,MXN,I
V00040748,2025-06-16 12:19:38,T001,CN-00025,1,49.0,MXN,I
V00040749,2025-06-16 18:07:06,T023,CN-00035,1,145.43,MXN,I
V00040750,2025-06-16 21:28:45,T027,CN-00033,2,515.11,MXN,I
V00040751,2025-06-16 16:17:41,T027,CN-00056,2,33.24,MXN,I
V00040752,2025-06-16 13:02:20,T027,CN-00017,1,159.53,MXN,I
V00040753,2025-06-16 10:02:07,T032,CN-00006,5,1002.1,MXN,I
V00040754,2025-06-16 16:19:04,T011,CN-00053,1,139.97,MXN,I
V00040755,2025-06-16 18:27:56,T025,CN-00059,1,252.69,MXN,E
V00040756,2025-06-16 14:12:27,T031,CN-00059,1,259.69,MXN,I
V00040757,2025-06-16 17:31:02,T029,CN-00023,5,763.79,MXN,I
V00040758,2025-06-16 10:46:40,T033,CN-00034,1,108.98,MXN,I
V00040759,2025-06-16 11:00:02,T038,CN-00060,2,388.8,MXN,I
V00040760,2025-06-16 15:16:14,T012,CN-00025,2,93.63,MXN,I
V00040761,2025-06-16 17:56:31,T039,CN-00011,1,28.14,MXN,I
V00040762,2025-06-16 09:31:12,T028,CN-00044,1,246.83,MXN,I
V00040763,2025-06-16 18:14:28,T033,CN-00046,1,535.75,MXN,I
V00040764,2025-06-16 07:02:08,T009,CN-00039,1,824.58,MXN,I
V00040765,2025-06-16 15:16:57,T028,CN-00028,3,1143.75,MXN,I
V00040766,2025-06-16 12:26:36,T029,CN-00027,1,91.84,MXN,I
V00040767,2025-06-16 12:02:59,T014,CN-00023,1,160.31,MXN,I
V00040768,2025-06-16 13:58:34,T034,CN-00057,1,191.79,MXN,I
V00040769,2025-06-16 13:02:35,T001,CN-00036,1,325.81,MXN,I
V00040770,2025-06-16 16:12:57,T015,CN-00032,1,102.84,MXN,I
V00040771,2025-06-16 13:46:00,T006,CN-00028,1,378.76,MXN,T
V00040772,2025-06-16 16:06:21,T008,CN-00033,1,256.09,MXN,I
V00040773,2025-06-16 09:42:54,T023,CN-00021,1,26.44,MXN,I
V00040774,2025-06-16 15:48:32,T015,CN-00019,1,266.61,MXN,I
V00040775,2025-06-16 21:30:00,T026,CN-00024,1,322.18,MXN,I
V00040776,2025-06-16 13:28:48,T008,CN-00022,1,163.71,MXN,I
V00040777,2025-06-16 10:53:24,T022,CN-00005,1,19.95,MXN,E
V00040778,2025-06-16 12:19:01,T038,CN-00011,1,28.1,MXN,I
V00040779,2025-06-16 08:25:33,T036,CN-00065,2,400.02,MXN,I
V00040780,2025-06-16 10:58:26,T016,CN-00046,1,528.6,MXN,I
V00040781,2025-06-16 15:24:47,T008,CN-00036,2,614.02,MXN,I
V00040782,2025-06-16 15:11:32,T023,CN-00041,3,232.59,MXN,I
V00040783,2025-06-16 16:44:17,T038,CN-00016,1,85.84,MXN,I
V00040784,2025-06-16 12:50:00,T007,CN-00070,1,361.09,MXN,I
V00040785,2025-06-16 07:58:11,T012,CN-00066,1,56.53,MXN,I
V00040786,2025-06-16 07:26:25,T031,CN-00053,1,143.06,MXN,I
V00040787,2025-06-16 20:54:06,T031,CN-00059,2,524.39,MXN,I
V00040788,2025-06-16 17:54:47,T026,CN-00062,1,165.03,MXN,I
V00040789,2025-06-16 12:25:35,T010,CN-00040,1,53.15,MXN,E
V00040790,2025-06-16 17:40:01,T019,CN-00035,2,285.51,MXN,I
V00040791,2025-06-16 11:50:22,T038,CN-00061,10,2918.86,MXN,I
V00040792,2025-06-16 15:12:21,T009,CN-00024,3,972.78,MXN,I
V00040793,2025-06-16 13:05:14,T031,CN-00051,1,482.75,MXN,I
V00040794,2025-06-16 11:50:39,T014,CN-00037,1,225.54,MXN,I
V00040795,2025-06-16 14:55:13,T027,CN-00027,1,86.57,MXN,I
V00040796,2025-06-16 09:09:35,T006,CN-00058,1,78.16,MXN,I
V00040797,2025-06-16 18:27:57,T014,CN-00033,1,268.32,MXN,I
V00040798,2025-06-16 17:15:50,T028,CN-00031,1,548.44,MXN,I
V00040799,2025-06-16 12:41:10,T028,CN-00034,4,418.63,MXN,I
V00040800,2025-06-16 16:54:07,T008,CN-00059,1,250.71,MXN,I
V00040801,2025-06-16 10:27:32,T032,CN-00021,1,25.18,MXN,I
V00040802,2025-06-16 13:24:33,T015,CN-00018,1,241.47,MXN,I
V00040803,2025-06-16 21:05:10,T025,CN-00062,1,171.05,MXN,I
V00040804,2025-06-16 21:10:32,T033,CN-00041,1,77.18,MXN,I
V00040805,2025-06-16 13:01:03,T023,CN-00028,1,374.0,MXN,I
V00040806,2025-06-16 13:04:30,T040,CN-00043,1,191.3,MXN,I
V00040807,2025-06-16 08:52:17,T025,CN-00027,1,89.97,MXN,I
V00040808,2025-06-16 21:10:43,T004,CN-00062,1,161.67,MXN,I
V00040809,2025-06-16 07:23:59,T007,CN-00008,1,39.58,MXN,I
V00040810,2025-06-16 09:08:59,T036,CN-00018,1,246.1,MXN,I
V00040811,2025-06-16 11:23:59,T022,CN-00032,2,202.7,MXN,I
V00040812,2025-06-16 11:01:28,T035,CN-00022,2,338.8,MXN,I
V00040813,2025-06-16 14:01:43,T032,CN-00063,1,81.4,MXN,I
V00040814,2025-06-16 10:43:04,T016,CN-00031,1,522.69,MXN,I
V00040815,2025-06-16 12:28:00,T017,CN-00017,4,663.94,MXN,I
V00040816,2025-06-16 17:38:41,T032,CN-00060,4,766.17,MXN,I
V00040817,2025-06-16 11:33:45,T020,CN-00004,1,677.04,MXN,I
V00040818,2025-06-16 13:48:29,T002,CN-00003,1,156.16,MXN,I
V00040819,2025-06-16 19:44:09,T002,CN-00058,1,74.3,MXN,I
V00040820,2025-06-16 16:56:38,T012,CN-00048,1,23.72,MXN,I
V00040821,2025-06-16 15:22:50,T035,CN-00050,1,87.6,MXN,I
V00040822,2025-06-16 10:39:16,T037,CN-00069,1,357.7,MXN,I
V00040823,2025-06-16 09:16:28,T008,CN-00067,1,290.2,MXN,I
V00040824,2025-06-16 15:19:42,T016,CN-00068,1,39.62,MXN,I
V00040825,2025-06-16 14:19:53,T028,CN-00016,1,86.6,MXN,I
V00040826,2025-06-16 09:09:12,T034,CN-00036,1,313.61,MXN,I
V00040827,2025-06-16 10:18:34,T019,CN-00004,1,701.1,MXN,I
V00040828,2025-06-16 08:21:46,T039,CN-00030,1,219.78,MXN,I
V00040829,2025-06-16 15:33:10,T032,CN-00048,1,24.1,MXN,I
V00040830,2025-06-16 11:32:45,T031,CN-00015,4,1399.77,MXN,I
V00040831,2025-06-16 10:35:15,T003,CN-00055,1,650.6,MXN,I
V00040832,2025-06-16 20:54:41,T001,CN-00006,1,206.57,MXN,I
V00040833,2025-06-16 07:08:15,T017,CN-00024,1,319.01,MXN,I
V00040834,2025-06-16 16:51:01,T031,CN-00023,1,154.29,MXN,I
V00040835,2025-06-16 07:43:37,T023,CN-00017,3,479.88,MXN,I
V00040836,2025-06-16 17:48:22,T010,CN-00020,1,589.85,MXN,I
V00040837,2025-06-16 09:58:22,T017,CN-00050,3,263.87,MXN,I
V00040838,2025-06-16 10:43:20,T004,CN-00008,4,155.25,MXN,I
V00040839,2025-06-16 08:37:05,T007,CN-00045,3,295.55,MXN,I
V00040840,2025-06-16 18:13:17,T037,CN-00056,1,16.7,MXN,I
V00040841,2025-06-16 07:47:17,T035,CN-00001,1,75.96,MXN,I
V00040842,2025-06-16 12:43:42,T028,CN-00029,3,1877.44,MXN,I
V00040843,2025-06-16 21:50:44,T025,CN-00056,1,15.98,MXN,I
V00040844,2025-06-16 19:56:14,T028,CN-00049,5,435.47,MXN,I
V00040845,2025-06-16 07:08:31,T017,CN-00033,1,264.88,MXN,I
V00040846,2025-06-16 07:08:28,T011,CN-00004,2,1327.72,MXN,I
V00040847,2025-06-16 18:31:09,T036,CN-00006,1,193.78,MXN,I
V00040848,2025-06-16 14:07:10,T005,CN-00047,2,954.13,MXN,I
V00040849,2025-06-16 13:15:54,T013,CN-00064,2,170.69,MXN,I
V00040850,2025-06-16 11:12:00,T009,CN-00006,1,206.03,MXN,I
V00040851,2025-06-16 18:02:41,T004,CN-00035,1,137.46,MXN,I
V00040852,2025-06-16 12:23:50,T005,CN-00060,1,194.04,MXN,I
V00040853,2025-06-16 12:03:16,T022,CN-00061,1,282.48,MXN,I
V00040854,2025-06-16 15:58:24,T034,CN-00005,1,19.91,MXN,I
V00040855,2025-06-16 16:29:07,T016,CN-00023,1,163.1,MXN,I
V00040856,2025-06-16 11:11:01,T015,CN-00006,4,808.15,MXN,I
V00040857,2025-06-16 11:28:13,T037,CN-00026,3,472.28,MXN,I
V00040858,2025-06-16 19:03:41,T018,CN-00058,1,79.74,MXN,I
V00040859,2025-06-16 14:33:42,T001,CN-00051,1,472.81,MXN,I
V00040860,2025-06-16 07:18:02,T014,CN-00044,1,245.68,MXN,I
V00040861,2025-06-17 10:42:09,T015,CN-00041,1,75.03,MXN,I
V00040862,2025-06-17 15:31:53,T034,CN-00014,1,345.45,MXN,I
V00040863,2025-06-17 10:23:42,T039,CN-00067,1,302.67,MXN,I
V00040864,2025-06-17 07:39:12,T011,CN-00029,4,2550.06,MXN,I
V00040865,2025-06-17 12:03:41,T017,CN-00062,1,159.18,MXN,I
V00040866,2025-06-17 07:54:29,T003,CN-00038,1,352.45,MXN,I
V00040867,2025-06-17 12:22:24,T016,CN-00067,1,286.96,MXN,I
V00040868,2025-06-17 14:52:56,T015,CN-00025,1,49.92,MXN,I
V00040869,2025-06-17 12:46:03,T025,CN-00023,1,157.01,MXN,I
V00040870,2025-06-17 15:54:24,T037,CN-00027,1,89.16,MXN,I
V00040871,2025-06-17 17:32:30,T019,CN-00033,2,528.36,MXN,I
V00040872,2025-06-17 21:39:37,T040,CN-00070,1,381.15,MXN,I
V00040873,2025-06-17 13:34:06,T009,CN-00040,2,103.53,MXN,I
V00040874,2025-06-17 08:05:52,T026,CN-00017,1,158.89,MXN,I
V00040875,2025-06-17 21:35:05,T015,CN-00063,4,329.32,MXN,I
V00040876,2025-06-17 12:30:34,T006,CN-00062,1,170.35,MXN,I
V00040877,2025-06-17 12:27:11,T027,CN-00062,1,166.34,MXN,I
V00040878,2025-06-17 15:47:33,T020,CN-00011,3,85.1,MXN,I
V00040879,2025-06-17 13:38:54,T007,CN-00032,3,298.78,MXN,I
V00040880,2025-06-17 07:28:46,T021,CN-00018,1,245.68,MXN,I
V00040881,2025-06-17 19:50:05,T007,CN-00060,3,602.4,MXN,I
V00040882,2025-06-17 11:19:08,T005,CN-00001,1,74.02,MXN,I
V00040883,2025-06-17 10:13:23,T013,CN-00028,1,389.64,MXN,I
V00040884,2025-06-17 07:01:37,T014,CN-00040,1,52.34,MXN,I
V00040885,2025-06-17 13:11:58,T021,CN-00005,1,21.22,MXN,I
V00040886,2025-06-17 09:03:27,T019,CN-00003,1,158.21,MXN,I
V00040887,2025-06-17 17:41:22,T006,CN-00046,1,528.77,MXN,I
V00040888,2025-06-17 11:08:11,T040,CN-00055,1,642.33,MXN,I
V00040889,2025-06-17 09:22:50,T028,CN-00025,1,49.19,MXN,I
V00040890,2025-06-17 13:02:44,T030,CN-00026,1,157.84,MXN,I
V00040891,2025-06-17 07:31:33,T033,CN-00062,1,165.28,MXN,I
V00040892,2025-06-17 09:14:45,T008,CN-00038,1,342.45,MXN,I
V00040893,2025-06-17 08:33:12,T009,CN-00040,1,52.01,MXN,I
V00040894,2025-06-17 09:31:37,T030,CN-00067,1,291.5,MXN,I
V00040895,2025-06-17 17:36:58,T026,CN-00024,3,969.61,MXN,I
V00040896,2025-06-17 09:42:31,T021,CN-00046,2,1076.09,MXN,I
V00040897,2025-06-17 12:36:38,T029,CN-00014,1,337.35,MXN,P
V00040898,2025-06-17 08:37:54,T001,CN-00017,1,167.2,MXN,I
V00040899,2025-06-17 11:13:06,T005,CN-00048,1,24.14,MXN,I
V00040900,2025-06-17 08:46:10,T031,CN-00041,1,79.19,MXN,I
V00040901,2025-06-17 14:40:44,T032,CN-00017,1,168.8,MXN,I
V00040902,2025-06-17 12:01:56,T038,CN-00041,1,76.52,MXN,I
V00040903,2025-06-17 12:43:13,T020,CN-00008,1,39.6,MXN,I
V00040904,2025-06-17 13:08:05,T032,CN-00052,1,175.63,MXN,I
V00040905,2025-06-17 17:01:59,T007,CN-00016,1,84.19,MXN,I
V00040906,2025-06-17 10:06:15,T014,CN-00039,1,794.26,MXN,I
V00040907,2025-06-17 11:32:28,T034,CN-00003,1,155.94,MXN,I
V00040908,2025-06-17 19:18:28,T024,CN-00066,1,59.39,MXN,I
V00040909,2025-06-17 12:19:35,T013,CN-00004,2,1349.27,MXN,I
V00040910,2025-06-17 15:20:12,T030,CN-00041,1,77.26,MXN,I
V00040911,2025-06-17 13:47:05,T015,CN-00052,1,163.06,MXN,I
V00040912,2025-06-17 07:06:19,T008,CN-00042,1,88.78,MXN,I
V00040913,2025-06-17 11:30:33,T007,CN-00058,1,77.53,MXN,I
V00040914,2025-06-17 11:28:30,T011,CN-00012,1,131.41,MXN,I
V00040915,2025-06-17 11:12:54,T026,CN-00017,1,160.91,MXN,I
V00040916,2025-06-17 18:47:34,T029,CN-00008,1,39.72,MXN,I
V00040917,2025-06-17 16:27:34,T032,CN-00004,2,1368.24,MXN,I
V00040918,2025-06-17 08:50:31,T019,CN-00056,3,50.04,MXN,I
V00040919,2025-06-17 15:20:13,T005,CN-00030,1,219.68,MXN,E
V00040920,2025-06-17 07:51:00,T013,CN-00024,4,1271.88,MXN,I
V00040921,2025-06-17 18:03:51,T034,CN-00003,1,166.47,MXN,E
V00040922,2025-06-17 12:23:28,T037,CN-00039,1,771.91,MXN,I
V00040923,2025-06-17 14:06:08,T018,CN-00016,5,447.71,MXN,I
V00040924,2025-06-17 16:46:47,T026,CN-00053,1,134.72,MXN,I
V00040925,2025-06-17 07:22:37,T010,CN-00046,1,514.39,MXN,I
V00040926,2025-06-17 12:47:48,T040,CN-00031,1,524.02,MXN,I
V00040927,2025-06-17 18:22:40,T017,CN-00059,1,254.77,MXN,I
V00040928,2025-06-17 08:26:30,T004,CN-00028,5,1889.01,MXN,I
V00040929,2025-06-17 11:22:29,T026,CN-00062,2,327.41,MXN,I
V00040930,2025-06-17 07:34:01,T026,CN-00059,1,246.92,MXN,I
V00040931,2025-06-17 08:46:35,T016,CN-00013,3,605.44,MXN,I
V00040932,2025-06-17 12:46:26,T029,CN-00024,1,313.66,MXN,I
V00040933,2025-06-17 13:25:19,T007,CN-00028,2,769.41,MXN,I
V00040934,2025-06-17 14:31:52,T009,CN-00018,1,246.76,MXN,I
V00040935,2025-06-17 15:17:00,T016,CN-00056,1,16.15,MXN,I
V00040936,2025-06-17 15:21:38,T033,CN-00046,2,1065.57,MXN,I
